text,class
"import codecsimport jsonimport urllib.request, urllib.parseimport webbrowserascii = []hexToDec = []letterCount=[]finished = ''f=open(""encrypted.txt"", ""r"")fromFile = f.read().strip()fromFile = codecs.decode(fromFile,""hex_codec"")f.close()for a in fromFile: hexToDec.append(a) ascii.append(chr(a))for a in range(128): letterCount.append((ascii.count(chr(a)),chr(a)))for a in fromFile: x = (a + 102) % 127 if x < 32: x += 96 finished += chr(x)print(fromFile)print(""first I read the file"")print(sorted(letterCount, reverse=True))print(""then counted letter frequence"")print(hexToDec)print(""took the decimal version"")print(finished)print(""9 worked out to be a space character, and ~ was e, and so on"")print(""for a few character. then I saw a pattern and did the ascii swap above"") print(""and worked out the ascii to display it"")print(""still had to do part by hand"")print(""found how to use the google api on the web"")def showurls(searchfor):  query = urllib.parse.urlencode({'q': searchfor}) url = 'http://ajax.googleapis.com/ajax/services/search/web?v=1.0&%s' % query search_response = urllib.request.urlopen(url) search_results = search_response.read().decode(""utf8"") results = json.loads(search_results)  data = results['responseData'] hits = data['results'] return hitshits = showurls(finished[:75])webbrowser.open(hits[0]['url'])",leader
you have an infinite loopadd this line = words_file.readline()afterwords.append(line)the second line = will be able to update the while loop and then it will exit and not be an infinite loop,leader
"to test call you function like thisread_board(open('board_file', 'r'))",leader
"yes implement a string that will keep concatenating the current character to itself?and to test call you function like thisread_board(open('board_file', 'r'))",leader
do you have a second readline() in the while loop,leader
"this came with the starter code for row_index in range(len(board)): if word in make_str_from_row(board, row_index): return True return False",leader
"that first screen shot shows errors, you will get low scores if a function has an error in it, as that will stop all the other functions from working.just tested it and got 11/37 for missing a semicolon on one line in the middle of the file",leader
"I don't have a windows computer or I would have all readyso no C# for meand C# and mono are only close, not the same",leader
just item in listword = itemcheck that it is inwords is a list,leader
change hurts,leader
just practice,leader
"just because some one does not agree with someone else does not mean that what they have to say violate the posting policies, just as the OP has a right to express their opinion others also have a right to express theirs. you can not expect to not get responses like these when you make questionable remarks, and if you fell that the posts in this thread are offensive and violate the posting policies or code of conduct then report them, you are also entitled to your opinion, but so am I and the others. ",leader
"board_contains_word_in_row is correct, so make_str_from_row has to be where the error is.is the error from the auto grader or a console TracekbackTraceback errors have a lot of information in them",leader
"your right, he should, posts with drawen",leader
https://class.coursera.org/programming1-002/forum/search?q=read+words#2-state-query=read+words,leader
"if you let us know what the errors and and what your code looks like then maybe we could help, but just telling us that you have and error but your code works gives us no way to know what is going on",leader
"Python 2.7.3 (default, Apr 14 2012, 08:58:41) [GCC] on linux2Type ""help"", ""copyright"", ""credits"" or ""license"" for more information.>>> from tkinter.filedialog import askopenfile Traceback (most recent call last): File ""<stdin>"", line 1, in ImportError: No module named tkinter.filedialogPython 3.3.0 (default, Oct 01 2012, 09:13:30) [GCC] on linuxType ""help"", ""copyright"", ""credits"" or ""license"" for more information.>>> from tkinter.filedialog import askopenfile >>>version of python maybe",leader
